date,Event Name,Meeting Place,Person,Source PDF
2024-09-06,Meeting AG Taylor/Rich Curtner/Celeste Growden/Angie Kemp re LE Issues,In-Person ANC AG's Office/; Microsoft Teams Meeting,Dizo,AG Taylor Calendar - September 2024.pdf
2024-09-06,Speaking Engagement,,,AG Taylor Calendar - September 2024.pdf
2024-09-07,,,,AG Taylor Calendar - September 2024.pdf
2024-09-08,,,,AG Taylor Calendar - September 2024.pdf
2024-09-09,DOJ/FBI Virtual Briefing: Juvenile Cyber Offenders and Case Referrals,Microsoft Teams Meeting; (DOJ/FBI Briefing),Faisal Sheikh,AG Taylor Calendar - September 2024.pdf
2024-09-09,Meeting AG Taylor/Stacie Kraly/Rachel Witty re APFC,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-10,Supervisory Meeting (monthly),Microsoft Teams Meeting,"West, Kelly M (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-10,Lexis Nexis Ebook Library - Biannual Refresher,Zoom,"Carter, Richard J (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-10,AG Taylor/Stacie Kraly Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-11,AG Taylor/Stacie Kraly Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-12,Check In AG Taylor/John Skidmore,John/AG Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-12,Meeting AG Taylor/Angie Kemp/John Skidmore re DV Laws/Resources,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-12,Statehood Defense,Microsoft Teams Meeting; BOI,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-12,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-12,Meeting with AG Kobach re Litigation,AG Taylor to Call AG Kobach at,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-12,AG Taylor/Stacie Kraly Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-13,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-13,AG Taylor/Stacie Kraly Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-13,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-14,,,,AG Taylor Calendar - September 2024.pdf
2024-09-15,- 8:00pm Alaska Black Caucus Community Panel on DV Laws(Zoom),,,AG Taylor Calendar - September 2024.pdf
2024-09-16,Meeting AG Taylor/Kevin Jardell/Alicia Maltby/Lynn Seville re Insurance,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-16,Meeting AG Taylor/Anne Helzer,Anne's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-16,Check In AG Taylor/Stacie Kraly/Cori Mills/Rachel Witty,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-17,Lunch,,,AG Taylor Calendar - September 2024.pdf
2024-09-17,EVOS SOA Pre Meet,Microsoft Teams Meeting,"Winkel, Kari M (DFG)",AG Taylor Calendar - September 2024.pdf
2024-09-17,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-17,Check in AG Taylor/Ann,,,AG Taylor Calendar - September 2024.pdf
2024-09-17,Talk of Alaska,,,AG Taylor Calendar - September 2024.pdf
2024-09-18,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-18,.,,,AG Taylor Calendar - September 2024.pdf
2024-09-18,FY26 LAW Budget Development,BOI,,AG Taylor Calendar - September 2024.pdf
2024-09-18,Trustee Council Meeting,Microsoft Teams Meeting,"Maglaqui, Joy P (EVOSTC sponsored)",AG Taylor Calendar - September 2024.pdf
2024-09-18,Trustee Work Meeting on KR motion/resolution,Microsoft Teams Meeting,"Wang, Shiway W (EVOSTC sponsored)",AG Taylor Calendar - September 2024.pdf
2024-09-18,CONFVID-JNU-GOV-OMB (GOV sponsored),,"Sanders, Lacey M (GOV)",AG Taylor Calendar - September 2024.pdf
2024-09-19,Meeting AG Taylor/Anne Helzer/Angie Kemp/John Skidmore re Choose Respect,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-19,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-19,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-19,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-19,"MTG: AG, Cori Mills",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - September 2024.pdf
2024-09-19,"MTG: Comm. Anderson, Comm. Sande, AG, Cori Mills",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - September 2024.pdf
2024-09-20,Meeting AG Taylor/Anne Helzer/Angie Kemp/John Skidmore re GJ,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-20,"PH: Bill O'Leary, AG","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - September 2024.pdf
2024-09-20,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Nin",AG Taylor Calendar - September 2024.pdf
2024-09-20,Meeting AG Taylor/AG Morrisey re Litigation,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-20,OIG Report AK Medicaid Fraud Control,CONFVID-ANC-HSS-Frontier-902 (HSS sponsored); DOH Commissioner Scheduling (DOH sponsored),,AG Taylor Calendar - September 2024.pdf
2024-09-20,Meeting AG Taylor/Cori Mills/Rebecca Polizzotto/Parker Patterson re: Railroad,Microsoft Teams Meeting,"Carter, Richard J (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-20,Meeting AG Taylor/AG Hilgers re Litigation,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-20,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-20,"1:00 PM: PH: AG Taylor, Carol Beecher",",, #","Gallagher, Tyson C (GOV)",AG Taylor Calendar - September 2024.pdf
2024-09-20,NDAA Exec Meeting Meet & Greet,"Cook, Voyager Meeting Room (Text Joe so he can meet you outside the meeting room); D",Hotel Captain,AG Taylor Calendar - September 2024.pdf
2024-09-21,Personal,,,AG Taylor Calendar - September 2024.pdf
2024-09-22,,,,AG Taylor Calendar - September 2024.pdf
2024-09-23,HB 226 Bill Signing,"Bernie's Pharmacy (4100 Lake Otis Pkwy Ste 200,; Anchorage, AK 99508)",,AG Taylor Calendar - September 2024.pdf
2024-09-23,Check In AG Taylor/Stacie Kraly/Cori Mills/Rachel Witty,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-23,Introductory Meeting with BIA Special Agent,ANC 6th Fl Conf Room,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-23,Meeting AG Taylor/Cori Mills/Rachel Witty/Gene Hickey re: GO Mtg Briefing,Microsoft Teams Meeting,"Carter, Richard J (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-23,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-23,Applicant background review,Microsoft Teams Meeting,"Skidmore, John B (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-24,Meeting AG Taylor/Anne Helzer/Angie Kemp/John Skidmore re Trafficking,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-24,Meeting AG Taylor/Ken Cuccinelli/Cori Mills re Litigation Follow Up,Zoom,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-25,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-25,Check In AG Taylor/Amber LeBlanc,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-25,Meeting AG Taylor/Rob Corbisier re Panel,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-26,Personal Day To Sep 29,,,AG Taylor Calendar - September 2024.pdf
2024-09-26,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-27,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-27,From Sep 26 Personal Day To Sep 29,,,AG Taylor Calendar - September 2024.pdf
2024-09-28,From Sep 26 Personal Day To Sep 29,,,AG Taylor Calendar - September 2024.pdf
2024-09-29,From Sep 26 Personal Day,,,AG Taylor Calendar - September 2024.pdf
2024-09-30,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-30,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-30,"MTG: AG, Gene Hickey",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - September 2024.pdf
2024-09-30,Terrie's Going Away Party,5th Floor Conference Room,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-30,Canceled: Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - September 2024.pdf
2024-09-30,4:15PM AKDT Meeting AG Taylor/AG Bird re Litigation,AG Bird to,,AG Taylor Calendar - September 2024.pdf
2024-09-30,4:30 PM:,,,AG Taylor Calendar - September 2024.pdf
2024-09-30,"PH: AG Taylor, Rachel Bylsma",",,",,AG Taylor Calendar - September 2024.pdf
2024-10-01,Personal Leave To Oct 4,,,AG Taylor Calendar - October 2024.pdf
2024-10-02,From Oct 1 Personal Leave To Oct 4,,,AG Taylor Calendar - October 2024.pdf
2024-10-03,From Oct 1 Personal Leave To Oct 4,,,AG Taylor Calendar - October 2024.pdf
2024-10-04,From Oct 1 Personal Leave,,,AG Taylor Calendar - October 2024.pdf
2024-10-05,,,,AG Taylor Calendar - October 2024.pdf
2024-10-06,Personal Appt.,,,AG Taylor Calendar - October 2024.pdf
2024-10-07,Check In AG Taylor/Anne Helzer,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-07,Check In AG Taylor/Stacie Kraly/Cori Mills/Rachel Witty,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-07,Meeting AG Taylor/Jessie Alloway/Cori Mills/Sharla Mylar/Chris Orman re LIT Panel,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-07,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-07,7:35AM: Radio Interview with Amy Demboski (KENI Radio),VIP Line: Main Line 907-522-0650; Amy Cell:,Di,AG Taylor Calendar - October 2024.pdf
2024-10-08,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-08,"MTG: AG, Cori Mills, Comm. Hedberg",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - October 2024.pdf
2024-10-08,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-08,Supervisory Meeting (monthly),Microsoft Teams Meeting,"West, Kelly M (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-09,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-09,"MTG: Frank Richards, AG, David Duffy, Wendy Horton",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - October 2024.pdf
2024-10-10,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-10,Meeting AG Taylor/Jenn Currie/Stacie Kraly/Cori Mills/John Skidmore re Update,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-10,Statehood Defense,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-10,Economic Development Sub-Cabinet Meeting,Microsoft Teams Meeting,"Sande, Julie A (CED)",AG Taylor Calendar - October 2024.pdf
2024-10-10,Appt.,,,AG Taylor Calendar - October 2024.pdf
2024-10-11,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-11,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-11,11:15AM Arrival - Land Into Trust Panel,"Hotel, Howard Rock Ball Room","Sheraton; Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-11,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-12,,,,AG Taylor Calendar - October 2024.pdf
2024-10-13,,,,AG Taylor Calendar - October 2024.pdf
2024-10-14,Legislation Discussion,Microsoft Teams Meeting,"Boyle, John C (DNR)",AG Taylor Calendar - October 2024.pdf
2024-10-14,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-14,Check In AG Taylor/Stacie Kraly/Cori Mills/Rachel Witty,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-14,1:00 PM: MTG: Labor Negotiations Team,BOI; ANC East Conf Room/Juneau Cabinet Room,"Gallagher, Tyson C (GOV)",AG Taylor Calendar - October 2024.pdf
2024-10-15,Responsibility PSA Recording,Zoom,,AG Taylor Calendar - October 2024.pdf
2024-10-15,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-15,"MTG: AG, Cori Mills, Anne Nelson, Comm. Boyle, Rena Miller, Parker Patterson, Rebecca Polizzotto",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - October 2024.pdf
2024-10-15,Personal Appt.,,,AG Taylor Calendar - October 2024.pdf
2024-10-15,Check In AG Taylor/Anne Helzer,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-16,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-16,Zoom MTG: AG,,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - October 2024.pdf
2024-10-16,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-16,Meeting AG Taylor/Jessie Alloway/Mary Gramling/Stacie Kraly/Cori Mills/Anne Nelson/Ron Opsahl re Litigation Matters,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-17,NAAG Election Security: A Briefing for the AGO Community,BOI,,AG Taylor Calendar - October 2024.pdf
2024-10-17,Check In AG Taylor/Anne Helzer,AG Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-17,Nancy Dahlstrom call,,,AG Taylor Calendar - October 2024.pdf
2024-10-17,Meeting AG Taylor/Chris Robison re Settlement Matter,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-17,"PH: Comm. Hedberg, Cori Mills, Chris Robison, AG","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - October 2024.pdf
2024-10-17,Meeting AG Taylor/David Duffy/Wendy Horton re Project,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-17,Meeting AG Taylor/Lucy Bauer/Chris Robison re Payment Issue,In person ANC 6th Floor,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-17,Meeting AG Taylor/Stacie Kraly/Cori Mills/Rebecca Polizzotto/Amy Robinson Regulations Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-17,Meeting AG Taylor/Cori Mills/Craig Richards re Litigation Update,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-18,State Holiday - Alaska Day,,,AG Taylor Calendar - October 2024.pdf
2024-10-19,,,,AG Taylor Calendar - October 2024.pdf
2024-10-20,,,,AG Taylor Calendar - October 2024.pdf
2024-10-21,AI Training To Oct 22,,,AG Taylor Calendar - October 2024.pdf
2024-10-22,"MTG: Frank Richards, Comm. Boyle, John Crowther, Comm. Crum, Fadil Limani, AG, Wendy Horton, David Duffy",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - October 2024.pdf
2024-10-22,From Oct 21 AI Training,,,AG Taylor Calendar - October 2024.pdf
2024-10-23,AGA Working Group Meeting To Oct 25,,,AG Taylor Calendar - October 2024.pdf
2024-10-24,From Oct 23 AGA Working Group Meeting To Oct 25,,,AG Taylor Calendar - October 2024.pdf
2024-10-24,"MTG: AG, Cori Mills, David Duffy, Comm. Boyle, John Crowther, Frank Richards, Wendy Horton",ANC,"Dunleavy, Governor (GOV sponsored)",AG Taylor Calendar - October 2024.pdf
2024-10-25,From Oct 23 AGA Working Group Meeting,,,AG Taylor Calendar - October 2024.pdf
2024-10-25,End of pay period - submit leave slips or NLT ASAP,,"West, Kelly M (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-26,,,,AG Taylor Calendar - October 2024.pdf
2024-10-27,,,,AG Taylor Calendar - October 2024.pdf
2024-10-28,Check In AG Taylor/Stacie Kraly/Cori Mills/Rachel Witty,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-28,Meeting AG Taylor/Lael Harrison/Stacie Kraly/Cori Mills/Justin Nelson/Chris Robison/Laura Russell/Rachel Witty re Lawsuit Update,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-28,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-28,Check In AG Taylor/Jeff Pickett re Litigation Update,AG's Office,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-28,Meeting AG Taylor/Cori Mills/Rachel Witty/John Wood re LR,Microsoft Teams Meeting; Personal Appt.,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-29,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-29,ANC 6th Fl Conf Room,,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-29,Meeting re Court Decision,,,AG Taylor Calendar - October 2024.pdf
2024-10-30,Door Decoration Contest - Deadline to Submit,ANC,"Carter, Richard J (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-30,Criminal Justice Working Group meeting,BOI,Lesa Robertson,AG Taylor Calendar - October 2024.pdf
2024-10-30,Meet & Greet AG Taylor/Sarah Angell/Kevin Gullufsen/Jocelyn Rimes,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-30,HOLD: Meeting with Auto Dealers Association Directors,ANC 5th Floor Conference Room,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-30,Virtual Pictionary!,Microsoft Teams Meeting,"Carter, Richard J (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-30,Comms Team Check In,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-30,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-30,Meeting Alaska/Iowa re Litigation,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - October 2024.pdf
2024-10-31,Meeting AG Taylor/Cori Mills/Ron Opsahl/Randy Ruaro/Kent Sullivan re Updates,"ANC AG's Office, 6th Fl/Microsoft Teams Meeting",Diz,AG Taylor Calendar - October 2024.pdf
2024-10-31,Office Halloween Potluck,,,AG Taylor Calendar - October 2024.pdf
2024-11-01,Meeting AG Taylor/Bob Libman/Dean Kawamoto/Cori Mills/Mags Paton-Walsh/Jeff Pickett re Litigation,Microsoft Teams Meeting,Di,AG Taylor Calendar - November 2024.pdf
2024-11-01,"Dimond High School, 2909 W 88th Avenue Anchorage",,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-01,Dimond High School ASD Academy Panel - AG Participating,,,AG Taylor Calendar - November 2024.pdf
2024-11-01,Debrief with Raymond Lewis Dimond High,,,AG Taylor Calendar - November 2024.pdf
2024-11-01,RDC Annual Conference Panel Prep,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-01,Lunch - Steve,,,AG Taylor Calendar - November 2024.pdf
2024-11-01,Executive Team Meeting,TEAMS,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-02,,,,AG Taylor Calendar - November 2024.pdf
2024-11-03,,,,AG Taylor Calendar - November 2024.pdf
2024-11-04,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-04,Meeting AG Taylor/Tom Flynn/Clair Keneally/Benthe Mertl-Posthumus/Cori Mills/Rachel Witty/John Wood re LR,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-04,"PH: Cori Mills, AG","Dunleavy, Governor (GOV sponsored)",,AG Taylor Calendar - November 2024.pdf
2024-11-04,BOI,12:15 PM:,,AG Taylor Calendar - November 2024.pdf
2024-11-04,Meeting with Native Village of Eklutna,In Person 6th Fl Conf Room,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-04,PH: AG Taylor,COS to dial directly:,"Gallagher, Tyson C (GOV)",AG Taylor Calendar - November 2024.pdf
2024-11-05,Meeting AG Taylor/David Duffy/Wendy Horton re Update,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-05,Check In AG/Sam,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-05,Check In AG Taylor/Cori Mills,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
2024-11-05,Meeting AG Taylor/Comm. Anderson/Stacie Kraly/Cori Mills re Personnel Matter,Microsoft Teams Meeting,"Dizon, Ninia R (LAW)",AG Taylor Calendar - November 2024.pdf
